pk_customerkey;costumer_name;birth_date;marital_status;gender;yearly_income;number_children_at_home;occupation;number_cars_owned;address_line;phone;fk_date_first_purchase
16433;Mathew Dominguez;27/05/1984;M;M;30000;2;Clerical;2;11, place de la République;1 (11) 500 555-0171;20180509
16434;Taylor Bailey;04/10/1984;M;F;40000;0;Skilled Manual;0;Postfach 66 07 00;1 (11) 500 555-0127;20181204
16435;Steven Cooper;09/07/1984;M;M;40000;0;Skilled Manual;0;7349 Macalven Dr.;1 (11) 500 555-0187;20190619
16436;Ethan Henderson;15/08/1983;S;M;30000;2;Clerical;3;534, rue Mazagran;1 (11) 500 555-0176;20180608
16437;Jésus Gutierrez;24/10/1997;S;M;20000;0;Manual;1;5284 Dumbarton Dr.;1 (11) 500 555-0112;20180921
16438;Kaitlin Arthur;17/07/1996;M;F;10000;0;Manual;2;34, rue des Rosiers;1 (11) 500 555-0116;20181028
16439;Dawn Deng;26/10/1999;S;F;20000;4;Manual;2;1, rue de Fontfroide;1 (11) 500 555-0194;20190301
16440;Jimmy Martin;04/12/1999;S;M;20000;4;Manual;2;34, rue Philibert-Delorme;1 (11) 500 555-0151;20180830
16441;Jason Young;12/03/1999;M;M;20000;5;Manual;2;Reiherweg 54;1 (11) 500 555-0171;20180819
16442;Luke Gonzalez;27/08/1999;S;M;30000;3;Clerical;1;Winterfeldtstr 2529;1 (11) 500 555-0167;20171212
16443;Dawn Gao;08/03/1999;S;F;30000;3;Clerical;2;3930 Sony Hill Circle;1 (11) 500 555-0144;20190706
16444;Erika Carlson;23/10/1983;M;F;40000;0;Skilled Manual;0;6275 Bel Air Drive;1 (11) 500 555-0137;20170926
16445;Caitlin Ward;13/06/1982;S;F;30000;0;Clerical;1;3296 Tri-state Ave;1 (11) 500 555-0188;20170911
16446;Kristine Munoz;12/05/1982;M;F;30000;0;Clerical;1;3970 Falcon Dr;1 (11) 500 555-0146;20170910
16447;Kate Becker;09/12/1982;M;F;40000;0;Skilled Manual;1;9032 Santa Fe;1 (11) 500 555-0141;20170930
16448;Cheryl Martin;02/02/1982;M;F;40000;0;Skilled Manual;1;Haberstr 328;1 (11) 500 555-0143;20171213
16449;Casey Browning;14/02/1998;S;M;30000;4;Clerical;2;2599 Vine Hill Way;1 (11) 500 555-0178;20180926
16450;Rebekah Gutierrez;15/08/1997;S;F;30000;5;Clerical;2;9529 Oonegal Court;1 (11) 500 555-0128;20190414
16451;Karl Stone;05/09/1997;S;M;30000;0;Clerical;1;Berliner Platz 1;1 (11) 500 555-0174;20171201
16452;Cassie Luo;21/11/1997;S;F;30000;0;Clerical;1;9428 Mehaffey Way;1 (11) 500 555-0196;20170905
16453;Mayra Chandra;09/04/1997;S;F;30000;0;Clerical;1;8614 Lagoon Court;1 (11) 500 555-0133;20181012
16454;Marco Suri;05/06/1997;M;M;30000;0;Clerical;1;8510 G St.;1 (11) 500 555-0165;20180816
16455;Deb Moreno;13/08/1931;M;F;10000;0;Manual;2;99, rue du Départ;1 (11) 500 555-0144;20180928
16456;Larry Navarro;13/07/1995;S;M;20000;0;Manual;1;Kapellstr 4924;1 (11) 500 555-0117;20190309
16457;Kathleen Martin;19/02/1996;S;F;20000;0;Manual;1;Lindenalle 1854;1 (11) 500 555-0188;20190214
16458;Michele Ruiz;19/12/1996;S;F;30000;0;Clerical;1;Pascalstr 24;1 (11) 500 555-0158;20180928
16459;Carolyn Kapoor;17/04/1996;M;F;30000;0;Clerical;1;9210 Camino Peral;1 (11) 500 555-0154;20180818
16460;Jodi Xu;17/11/1996;S;F;30000;0;Clerical;1;6594 Bent Tree Lane;1 (11) 500 555-0139;20181217
16461;Rosa Wu;06/02/1996;S;F;30000;0;Clerical;1;939 Vista Del Diablo;1 (11) 500 555-0155;20170902
16462;Marissa Gonzales;17/04/1995;S;F;20000;0;Manual;1;Höhenstr 9449;1 (11) 500 555-0147;20190713
16463;Anna Murphy;22/10/1995;S;F;20000;0;Manual;1;Kappellweg 613;1 (11) 500 555-0182;20181213
16464;Alan Liu;18/05/1994;S;M;10000;0;Manual;2;6885 Auburn;1 (11) 500 555-0111;20181102
16465;Kara Goel;01/11/1994;S;F;20000;0;Manual;2;4511 L St.;1 (11) 500 555-0143;20170924
16466;Alisha Kumar;15/06/1994;S;F;20000;0;Manual;2;Heiderweg 4983;1 (11) 500 555-0112;20171229
16467;Ronald Srini;08/09/1994;S;M;20000;0;Manual;2;8459 Leed Court West;1 (11) 500 555-0159;20190416
16468;Orlando Dominguez;18/11/1995;S;M;30000;0;Clerical;1;95, avenue de l´ Union Centrale;1 (11) 500 555-0169;20190311
16469;Michele Tang;19/11/1995;S;F;30000;0;Clerical;1;70, place du Tertre;1 (11) 500 555-0161;20181018
16470;Wesley Guo;09/11/1995;M;M;40000;1;Skilled Manual;0;9353 Kirkwood Dr.;1 (11) 500 555-0164;20170908
16471;Vanessa Hayes;17/08/1933;M;F;10000;0;Manual;2;84, avenue des Ternes;1 (11) 500 555-0118;20190605
16472;Olivia Robinson;14/03/1994;S;F;20000;0;Manual;2;32, rue Lafayette;1 (11) 500 555-0130;20190504
16473;Dawn Andersen;03/03/1993;S;F;10000;0;Manual;2;Nonnendamm 19;1 (11) 500 555-0181;20190407
16474;Jay Serrano;21/04/1993;M;M;10000;0;Manual;2;Alte Landstr 414;1 (11) 500 555-0173;20180929
16475;Kurt Anand;13/12/1993;S;M;20000;0;Manual;2;Heiderweg 4983;1 (11) 500 555-0115;20171203
16476;Shawn Xie;11/12/1993;S;M;30000;0;Clerical;1;5, avenue de Norvege;1 (11) 500 555-0145;20180607
16477;Anna Gonzales;04/05/1997;S;F;40000;0;Clerical;2;4657 Roundhouse Place;101-555-0173;20180819
16478;Adrian Gray;21/01/1997;S;M;70000;0;Skilled Manual;2;1502 Marion Ct.;379-555-0152;20190414
16479;Victoria Brooks;09/05/1996;S;F;60000;0;Skilled Manual;2;6313 Collins Drive;127-555-0139;20181127
16480;Alan Zhou;08/02/1969;M;M;20000;1;Clerical;2;265 Maria Vega Court;1 (11) 500 555-0128;20181230
16481;Madison Bryant;17/06/1969;S;F;20000;1;Clerical;2;4008 Tosca Way;1 (11) 500 555-0114;20190402
16482;Tabitha Arthur;15/05/1970;M;F;30000;0;Clerical;2;6992 Mt. View Drive;1 (11) 500 555-0169;20160714
16483;Warren Jai;17/10/1970;M;M;40000;0;Management;2;9276 Blackwood Drive;1 (11) 500 555-0119;20160705
16484;Dustin Lal;07/02/1970;M;M;40000;0;Clerical;2;3193 Mehaffey Way;1 (11) 500 555-0119;20160722
16485;Ian Foster;23/04/2000;S;M;40000;0;Clerical;2;1008 Lydia Lane;924-555-0118;20190414
16486;Rachael Madan;16/05/1971;M;F;30000;0;Skilled Manual;2;8193 Scenic Ct.;1 (11) 500 555-0131;20180902
16487;Brianna Griffin;17/05/1971;S;F;30000;0;Skilled Manual;2;8144 Ryan Court;1 (11) 500 555-0118;20181210
16488;Joel Rodriguez;28/04/1971;M;M;30000;0;Skilled Manual;2;7059 Garrow Dr.;1 (11) 500 555-0113;20180920
16489;Frederick Garcia;06/07/1971;M;M;30000;0;Skilled Manual;2;2966 St. George Dr.;1 (11) 500 555-0137;20180917
16490;Megan Robinson;17/05/2000;M;F;60000;0;Skilled Manual;2;6003 San Vincente Drive;506-555-0188;20181120
16491;Christian Garcia;19/04/1999;S;M;70000;0;Skilled Manual;2;2860 Brentwood Circle;172-555-0164;20180802
16492;Theodore Sanz;24/03/1972;M;M;40000;0;Clerical;2;4682 Birch Bark Rd.;1 (11) 500 555-0186;20190502
16493;Brenda Fernandez;05/11/1973;M;F;40000;0;Skilled Manual;2;6908 Laguna Circle;1 (11) 500 555-0111;20160716
16494;Jordyn Simmons;25/11/1974;S;F;80000;0;Skilled Manual;2;1915 Standing Grove Dr.;1 (11) 500 555-0126;20160727
16495;Monique Ramos;08/08/1974;S;F;80000;0;Skilled Manual;2;3207 Mario Way;1 (11) 500 555-0111;20160721
16496;Dawn Tang;18/05/1974;S;F;80000;0;Skilled Manual;2;6345 Katharyn Drive;1 (11) 500 555-0130;20160727
16497;Julia Peterson;07/07/1995;S;F;30000;0;Skilled Manual;2;7089 Monti Circle;391-555-0176;20181202
16498;Hunter Jones;09/11/1995;S;M;30000;0;Skilled Manual;2;9353 Kirkwood Dr.;812-555-0171;20190310
16499;Danielle Kelly;17/10/1995;S;F;30000;0;Skilled Manual;2;3840 Gold Crest Ct;808-555-0114;20190625
16500;Chloe Perry;20/02/1995;S;F;30000;0;Skilled Manual;2;9196 Landana Dr.;393-555-0113;20181022
16501;Vanessa Wood;27/07/1995;S;F;30000;0;Skilled Manual;2;962 Gonzalez Court;737-555-0151;20190305
16502;Jackson Parker;13/02/1995;S;M;30000;0;Skilled Manual;2;5018 Bloching Circle;361-555-0129;20190715
16503;Christian Anderson;02/03/1995;M;M;60000;0;Skilled Manual;2;6019 Ironwood Way;367-555-0132;20181118
16504;Justin Russell;05/08/1994;S;M;30000;0;Skilled Manual;2;1687 Rose Drive;455-555-0186;20181007
16505;Erin Gray;07/08/1994;S;F;30000;0;Skilled Manual;2;8801 Lee Lane;131-555-0192;20190613
16506;Catherine Murphy;13/12/1993;M;F;60000;0;Skilled Manual;2;2399 Stafford Ave;399-555-0117;20181008
16507;Tracy Nath;19/11/1959;M;F;10000;0;Clerical;1;40, rue de Terre Neuve;1 (11) 500 555-0186;20190115
16508;Brent Zhu;14/08/1959;M;M;10000;0;Clerical;1;8, rue des Vendangeurs;1 (11) 500 555-0151;20190224
16509;Veronica Sai;02/05/1961;M;F;30000;0;Clerical;0;3061 Arcadia Pl.;1 (11) 500 555-0158;20170926
16510;Brad Nara;05/12/1962;M;M;10000;0;Manual;1;33, allée des Princes;1 (11) 500 555-0132;20181010
16511;Joe Raman;20/06/1962;M;M;30000;0;Clerical;0;3870 Gonzalez Court;1 (11) 500 555-0169;20180806
16512;Ricardo Sharma;07/04/1962;S;M;40000;0;Clerical;0;7765 Sunsine Drive;1 (11) 500 555-0115;20170930
16513;Ronnie Wagner;14/05/1963;S;M;10000;0;Manual;1;49, rue Royale;1 (11) 500 555-0152;20180601
16514;Manuel Fernandez;11/01/2000;S;M;10000;0;Manual;1;251 Ravenwood Dr.;1 (11) 500 555-0117;20160713
16515;Troy Sai;04/02/2000;M;M;10000;0;Manual;1;458 Union St;1 (11) 500 555-0126;20160720
16516;Melvin She;27/07/2000;M;M;20000;0;Clerical;0;2551 Damascus Loop;1 (11) 500 555-0113;20160721
16517;Katrina Raji;19/03/1996;M;F;10000;1;Manual;0;3196 Peachwillow;1 (11) 500 555-0113;20160703
16518;Krystal Holt;19/06/1996;S;F;10000;1;Manual;0;6119 Grasswood Circle;1 (11) 500 555-0163;20160718
16519;Yolanda Chander;14/08/1996;S;F;10000;1;Manual;0;4409 North Ranchford;1 (11) 500 555-0143;20160727
16520;Misty Raji;23/10/1996;M;F;10000;1;Manual;0;3511 B Eagle Peak Rd.;1 (11) 500 555-0195;20160707
16521;Tonya She;11/08/1999;S;F;10000;1;Manual;0;8534 Willow Pass Road;1 (11) 500 555-0172;20160723
16522;Casey Pal;05/07/1999;M;F;10000;1;Manual;0;2190 Rock Creek Way;1 (11) 500 555-0137;20160710
16523;Sandra Huang;11/01/1999;M;F;20000;0;Clerical;0;6513 Beauer Lane;1 (11) 500 555-0173;20160725
16524;Damien Huang;24/07/1999;M;M;20000;0;Clerical;0;5484 Viking Dr;1 (11) 500 555-0114;20160719
16525;Martha Liang;25/05/1998;M;F;20000;0;Clerical;0;2987 Wiget Lane;1 (11) 500 555-0131;20160717
16526;Arthur Perez;25/10/1998;S;M;20000;0;Clerical;0;5972 Donegal Court;1 (11) 500 555-0111;20160719
16527;Cory Arun;20/06/1998;S;M;20000;0;Clerical;0;5455 Grenola Dr;1 (11) 500 555-0118;20160711
16528;Dominique Garcia;25/08/1998;S;F;20000;0;Clerical;0;2020 Bell Dr.;1 (11) 500 555-0163;20160727
16529;Jonathon Gutierrez;28/07/1997;M;M;20000;0;Clerical;0;3571 N St.;1 (11) 500 555-0161;20160705
16530;Priscilla Chander;18/10/1963;M;F;30000;0;Clerical;0;6140 Scenic Drive;1 (11) 500 555-0114;20171004
16531;Lacey Gao;25/06/1963;S;F;30000;0;Clerical;0;621 Brandywine Way;1 (11) 500 555-0118;20171028
16532;Tommy Sharma;24/06/1981;S;M;20000;1;Manual;0;740, allée des Princes;1 (11) 500 555-0151;20180625
16533;Kristen Cai;24/05/1981;M;F;20000;1;Manual;0;7, place Beaubernard;1 (11) 500 555-0143;20180615
16534;Claudia Holt;05/02/1981;M;F;30000;0;Clerical;0;Im Himmelsweg 27;1 (11) 500 555-0156;20171227
16535;Colin Chen;12/05/1980;S;M;10000;1;Manual;1;5, avenue de la Gare;1 (11) 500 555-0119;20181205
16536;Meghan Jimenez;22/07/1980;S;F;10000;1;Manual;1;10257, avenue de l´Europe;1 (11) 500 555-0140;20181202
16537;Arthur Dominguez;13/10/1980;S;M;20000;1;Manual;0;Winter der Böck 2441;1 (11) 500 555-0115;20181127
16538;Stacey Liang;13/01/1980;S;F;20000;1;Manual;0;Krönerweg 9229;1 (11) 500 555-0145;20180101
16539;Christy Li;11/01/1980;S;F;20000;1;Manual;0;Pascalstr 1;1 (11) 500 555-0170;20180810
16540;Theodore Browning;15/09/1980;M;M;20000;1;Manual;0;Heidestieg Straße 2664;1 (11) 500 555-0196;20180113
16541;Micah Hu;28/12/1980;S;M;20000;1;Manual;0;3504 Tossing Way;1 (11) 500 555-0176;20171022
16542;Jésus Ortega;09/06/1980;M;M;20000;1;Manual;0;1217 Mariposa;1 (11) 500 555-0125;20190110
16543;Jenny McDonald;10/06/1980;M;F;20000;1;Manual;0;8992 E. 32nd St.;1 (11) 500 555-0113;20190118
16544;Eduardo Morgan;08/04/1979;M;M;10000;1;Manual;1;40, rue Royale;1 (11) 500 555-0157;20190202
16545;Alicia Pal;12/01/1979;M;F;10000;1;Manual;1;882, rue Villedo;1 (11) 500 555-0162;20190414
16546;Terrance Jordan;28/08/1979;M;M;20000;0;Manual;1;112 Kathleen Drive;1 (11) 500 555-0145;20171010
16547;Jake Yang;15/02/1978;M;M;20000;0;Manual;1;331, boulevard Tremblay;1 (11) 500 555-0130;20180615
16548;Darren Rubio;14/07/1980;M;M;30000;0;Clerical;0;84, rue Philibert-Delorme;1 (11) 500 555-0116;20180619
16549;Linda Moreno;06/08/1979;S;F;30000;0;Clerical;0;Hans-Rosenthal-Platz 0841;1 (11) 500 555-0194;20180130
16550;Frederick Madan;22/02/1979;M;M;30000;0;Clerical;0;4812 Kipling Court;1 (11) 500 555-0111;20171004
16551;Christy Shan;14/11/1979;S;F;30000;0;Clerical;0;27, place de Brazaville;1 (11) 500 555-0147;20180624
16552;Joe Sanchez;10/07/1979;M;M;30000;0;Clerical;0;Zollstr 6666;1 (11) 500 555-0134;20180102
16553;Gabriella Roberts;05/03/1979;M;F;40000;0;Clerical;0;8170 Money Dr.;1 (11) 500 555-0153;20171021
16554;Casey Chander;17/08/1978;S;F;30000;0;Clerical;0;1481 Marina Blvd.;1 (11) 500 555-0198;20171031
16555;Mathew Vazquez;21/06/1990;M;M;10000;1;Manual;1;48bis, boulevard du Montparnasse;1 (11) 500 555-0119;20190322
16556;Angelica Butler;06/01/1990;S;F;20000;0;Manual;1;Heidestieg Straße 8664;1 (11) 500 555-0121;20181223
16557;Derek Chander;17/04/1990;S;M;20000;0;Manual;1;80, avenue des Champs-Elysées;1 (11) 500 555-0190;20180927
16558;Preston Sara;17/04/1990;S;M;20000;0;Manual;1;Waldstr 21;1 (11) 500 555-0115;20180925
16559;Candace Martinez;23/10/1989;S;F;10000;2;Manual;0;2, rue Lamarck;1 (11) 500 555-0192;20180627
16560;Kelvin Sun;14/10/1990;S;M;30000;0;Clerical;0;387, rue des Berges;1 (11) 500 555-0167;20180619
16561;Kurt Yuan;06/12/1990;M;M;30000;0;Clerical;0;8869 C Olivera Rd;1 (11) 500 555-0151;20171028
16562;Colleen Zhang;10/09/1990;M;F;40000;0;Clerical;0;708 Bonifacio;1 (11) 500 555-0153;20171024
16563;Mackenzie Baker;27/08/1939;S;F;20000;0;Clerical;1;3987 Nuala Street;1 (11) 500 555-0171;20180815
16564;Susan Wu;07/08/1989;S;F;20000;0;Manual;1;5097 Waterfall Way;1 (11) 500 555-0114;20181122
16565;Corey Anand;08/04/1989;M;M;40000;0;Clerical;0;Zur Lindung 199;1 (11) 500 555-0145;20180124
16566;Ashlee Shen;22/01/1989;S;F;40000;0;Clerical;0;51, impasse Ste-Madeleine;1 (11) 500 555-0155;20180627
16567;Erick Lopez;10/09/1989;S;M;50000;0;Skilled Manual;0;Erftplatz 6;1 (11) 500 555-0188;20180107
16568;Caroline Coleman;13/02/1942;M;F;40000;0;Clerical;0;Kulmer Straße 2;1 (11) 500 555-0189;20180815
16569;Colleen Li;12/09/1972;S;F;10000;0;Manual;2;40, rue Lauriston;1 (11) 500 555-0171;20180616
16570;Julie She;20/03/1972;M;F;20000;0;Manual;1;7, place Beaubernard;1 (11) 500 555-0163;20180611
16571;Audrey Torres;09/09/1971;M;F;20000;0;Manual;1;9883 Sierra Rd;1 (11) 500 555-0131;20181211
16572;Jon Xu;17/05/1988;S;M;10000;2;Manual;1;Hauptstr 639;1 (11) 500 555-0112;20180128
16573;Ruben Dominguez;10/02/1988;S;M;20000;1;Manual;0;8859 Reliz Valley Road;1 (11) 500 555-0126;20171023
16574;Joe Gomez;12/03/1988;S;M;20000;1;Manual;0;9275 Westwood Way;1 (11) 500 555-0116;20180906
16575;Veronica Vance;03/09/1964;S;F;170000;4;Management;2;6807 Snowberry Court;1 (11) 500 555-0112;20171012
16576;Corey Beck;12/10/1966;S;M;90000;0;Professional;2;9, rue Léo Delibes;1 (11) 500 555-0114;20190709
16577;Leah Chen;03/04/1966;S;F;90000;0;Professional;2;1234, rue des Pyrenees;1 (11) 500 555-0149;20190203
16578;Stefanie Weber;05/12/1966;S;F;100000;3;Management;4;Auf der Krone 4553;1 (11) 500 555-0146;20190508
16579;Zachary Davis;20/06/1973;M;M;70000;3;Professional;1;4008 Charlotte Court;1 (11) 500 555-0161;20190111
16580;Dawn Chen;04/07/1974;M;F;100000;4;Professional;2;184, rue de Varenne;1 (11) 500 555-0121;20180619
16581;Kenneth Becker;23/07/1974;S;M;100000;4;Professional;3;27, place de Brazaville;1 (11) 500 555-0110;20190427
16582;Frank Torres;04/10/1974;M;M;100000;4;Professional;3;Parkstr 4185;1 (11) 500 555-0165;20180826
16583;Justin Martinez;05/05/1974;M;M;100000;4;Professional;3;Alderstr 8229;1 (11) 500 555-0185;20190711
16584;Devin Gray;03/05/1974;S;M;170000;4;Professional;4;3771 Concerto Circle;1 (11) 500 555-0154;20180811
16585;Vincent Sun;06/05/1974;M;M;170000;5;Professional;2;3453 Wren Ave.;1 (11) 500 555-0119;20171009
16586;Leonard Chander;23/06/1973;M;M;100000;4;Professional;4;530, rue des Berges;1 (11) 500 555-0186;20190126
16587;Zachary Martinez;11/09/1973;M;M;120000;5;Management;2;Herzogstr 4662;1 (11) 500 555-0190;20180115
16588;Andre Martinez;03/04/1973;M;M;130000;5;Professional;2;5598 Mt. Palomar Pl.;1 (11) 500 555-0154;20171101
16589;Martin Suri;10/04/1973;M;M;130000;5;Professional;2;5425 Highland Circle;1 (11) 500 555-0111;20171129
16590;Shawn Deng;02/09/1973;M;M;150000;5;Management;3;4678 Pelican Loop;1 (11) 500 555-0164;20181202
16591;Clarence He;27/10/1973;M;M;160000;4;Management;4;1082 Selena Court;1 (11) 500 555-0181;20181225
16592;Jacquelyn Gomez;15/11/1972;M;F;80000;1;Professional;2;39, route de Marseille;1 (11) 500 555-0115;20180915
16593;Suzanne He;05/01/1972;M;F;120000;5;Professional;3;6894 Oeffler Ln.;1 (11) 500 555-0114;20180819
16594;Andrew Jones;04/03/1972;M;M;170000;5;Management;3;2855 Playa;1 (11) 500 555-0113;20171122
16595;Cameron Anderson;19/07/1972;M;M;170000;5;Management;3;37 Peachwillow Lane;1 (11) 500 555-0151;20171119
16596;Gabrielle Carter;28/03/1971;S;F;70000;2;Skilled Manual;2;1, rue de Maubeuge;1 (11) 500 555-0197;20180612
16597;Kelli Xu;15/03/1971;S;F;100000;4;Professional;4;Curieweg 4666;1 (11) 500 555-0149;20180903
16598;Kate Rai;03/11/1971;S;F;130000;5;Professional;3;7775 San Ysidro Court;1 (11) 500 555-0136;20171124
16599;Ramón Cai;17/05/1970;M;M;150000;5;Management;3;7922 Rancho View Drive;1 (11) 500 555-0160;20181220
16600;Janet Suarez;16/05/1968;S;F;90000;1;Management;3;112, avenue du Québec;1 (11) 500 555-0168;20181117
16601;Tabitha Rana;09/02/1968;S;F;130000;5;Management;4;8320 Rotherham Dr;1 (11) 500 555-0156;20181113
16602;Jill Travers;19/09/1968;M;F;150000;5;Management;4;1723 Alvarado Dr;1 (11) 500 555-0152;20190223
16603;Scott Seely;19/11/1967;M;F;110000;5;Professional;3;Berliner Platz 774;209-555-0100;20180109
16604;Roy Serrano;04/01/1967;M;M;120000;5;Management;4;Buergermeister-ulrich-str 41;1 (11) 500 555-0124;20190427
16605;Toni Randall;10/11/1995;M;F;60000;0;Professional;4;7957 Hermosa;1 (11) 500 555-0157;20180912
16606;Ricky Blanco;09/11/1996;S;M;70000;0;Professional;3;3967 High Street;1 (11) 500 555-0182;20190208
16607;Logan Gonzales;27/08/1995;M;M;70000;0;Professional;3;8200 Showtime Court;1 (11) 500 555-0111;20160708
16608;Ricky Martin;13/12/1995;S;M;70000;0;Professional;3;2912 Guadalupe;1 (11) 500 555-0133;20180812
16609;Gary Jimenez;13/08/1994;S;M;70000;0;Professional;4;707 Willcrest Circle;1 (11) 500 555-0198;20180803
16610;Sydney Clark;23/06/1994;M;F;70000;0;Professional;4;9864 Bates Court;1 (11) 500 555-0157;20180913
16611;Dylan Rodriguez;16/01/1995;S;M;80000;0;Professional;3;7135 Pinehurst Court;1 (11) 500 555-0184;20180821
16612;Ebony Ashe;22/08/1995;S;F;90000;0;Professional;2;1956 Pine Drive;1 (11) 500 555-0123;20160717
16613;Cassie Sutton;08/04/1994;M;F;70000;0;Professional;4;5984 Dewing Avenue;1 (11) 500 555-0139;20180922
16614;Alison Shen;22/09/1993;M;F;80000;0;Professional;3;1134 Concord Pl.;1 (11) 500 555-0128;20190227
16615;Kaitlin Patel;08/02/1993;S;F;80000;0;Professional;3;8117 Green View Court;1 (11) 500 555-0167;20181010
16616;Kelvin Liang;06/06/1994;S;M;90000;0;Professional;2;6684 Galloway Drive;1 (11) 500 555-0176;20160713
16617;Alvin Xie;06/02/1994;M;M;100000;5;Management;1;8592 Camelback Ct.;1 (11) 500 555-0185;20180807
16618;Cassandra Subram;17/06/1994;M;F;110000;5;Management;3;1411 Moretti Drive;1 (11) 500 555-0193;20190222
16619;Whitney Perez;05/05/1994;M;F;120000;5;Professional;4;4231 Highland Dr.;1 (11) 500 555-0111;20180910
16620;Cameron Thompson;16/05/1993;M;M;90000;0;Professional;3;9080 San Carlos Avenue;1 (11) 500 555-0141;20160721
16621;Birgit Seidel;16/03/1993;M;F;100000;5;Management;2;543 Northwood Drive;492-555-0100;20190303
16622;Byron Navarro;15/05/1993;S;M;100000;5;Management;2;2624 El Monte Drive;1 (11) 500 555-0143;20190214
16623;Andres Lal;04/09/1993;S;M;150000;5;Professional;4;4976 Singingwood Court;1 (11) 500 555-0127;20160722
16624;Albert Alvarez;27/07/1992;S;M;90000;0;Professional;3;3541 Corte Poquito;1 (11) 500 555-0114;20160702
16625;Grant Deng;22/05/1992;M;M;100000;5;Management;2;8759 Pastime Dr.;1 (11) 500 555-0148;20181023
16626;Nathaniel Morgan;18/07/1992;S;M;100000;5;Management;3;2496 Greendell Pl.;1 (11) 500 555-0118;20180901
16627;Claudia Chen;27/05/1991;M;F;80000;0;Professional;4;5955 Colfax Street;1 (11) 500 555-0110;20180819
16628;Francisco Prasad;19/04/1991;S;M;80000;0;Professional;4;1970 Napa Ct.;1 (11) 500 555-0144;20190313
16629;Rosa Zheng;13/09/1992;S;F;110000;5;Management;4;2391 St. Peter Court;1 (11) 500 555-0195;20160709
16630;Jaime Sutton;11/07/1992;M;M;110000;5;Management;4;7964 Gentrytown Drive;1 (11) 500 555-0126;20160731
16631;Haley Ward;20/03/1991;S;F;90000;0;Professional;4;6071 Mi Casa Court;1 (11) 500 555-0155;20160712
16632;Ruben Romero;17/05/1991;S;M;100000;5;Management;3;5263 Etcheverry Dr;1 (11) 500 555-0130;20190126
16633;Kelli Becker;26/12/1991;M;F;100000;5;Management;4;6006 Hackamore Lane;1 (11) 500 555-0114;20190121
16634;Jenny Hu;16/02/1990;M;F;90000;0;Professional;4;1589 Mt. Tamalpais Place;1 (11) 500 555-0180;20190305
16635;Erick Suri;14/02/1990;M;M;100000;5;Professional;4;101 Adobe Dr;1 (11) 500 555-0115;20181020
16636;Danny Gomez;26/08/1990;M;M;110000;5;Management;4;8022 Camino Verde;1 (11) 500 555-0191;20160723
16637;Evan King;19/08/1991;M;M;110000;5;Management;4;7492 Duckhorn Court;1 (11) 500 555-0186;20160828
16638;Dennis Ye;11/08/1991;M;M;110000;5;Professional;4;4921 St. Geemain Lane;1 (11) 500 555-0118;20160815
16639;Renee Romero;11/07/1991;S;F;110000;5;Professional;4;1767 Holton Court;1 (11) 500 555-0188;20160807
16640;Colin Lal;03/06/1991;M;M;130000;5;Management;4;6309 Poplar Avenue;1 (11) 500 555-0166;20181020
16641;Julia Bailey;17/05/1961;S;F;70000;0;Management;2;5634 Blue Ridge Drive;855-555-0183;20190428
16642;Mason Mitchell;07/11/1961;S;M;130000;3;Management;4;1983 Cliffside Drive;857-555-0122;20190529
16643;Fernando Wilson;19/07/1961;S;M;170000;2;Management;4;6104 Santa Maria Ct.;714-555-0112;20181008
16644;Leonard Goel;23/12/1961;M;M;170000;3;Management;2;3361 Crow Street;122-555-0168;20190128
16645;Chelsea Subram;18/10/1962;M;F;80000;0;Management;2;3029 Arnold Dr;769-555-0116;20190412
16646;Xavier Collins;25/10/1962;M;M;100000;3;Management;3;3002 Carmel Drive;815-555-0139;20190505
16647;Anna Alexander;18/10/1962;M;F;120000;4;Management;3;3029 Pastime Dr;150-555-0156;20190321
16648;Rachel Coleman;26/06/1962;M;F;130000;3;Management;4;5293 Juliet Court;696-555-0172;20190612
16649;Makayla Stewart;07/02/1963;M;F;110000;4;Management;3;6330 Limewood Pl;286-555-0118;20190404
16650;Kaitlyn Green;03/09/1963;M;F;120000;4;Management;3;2656 Stafford Ave.;370-555-0176;20190509
16651;Abigail Martinez;26/09/1963;M;F;120000;4;Management;3;8020 Charlotte Ave.;925-555-0112;20190526
16652;Nicole Richardson;06/08/1993;M;F;60000;0;Skilled Manual;2;2687 Gilberto;302-555-0112;20190125
16653;Isabella Phillips;16/04/1993;M;F;70000;0;Professional;2;7523 Surf View Drive;460-555-0164;20190411
16654;Heather Zhang;18/03/1993;M;F;70000;0;Professional;2;4286 NE 3rd Court;302-555-0184;20180902
16655;Destiny Taylor;26/03/1996;M;F;60000;0;Professional;2;4210 Concord Blvd.;495-555-0168;20190316
16656;Ronnie Zhang;10/05/1975;M;M;80000;0;Skilled Manual;2;2479 Killdeer Court;1 (11) 500 555-0161;20160831
16657;Alvin She;21/03/1975;M;M;80000;0;Skilled Manual;2;115 Santa Fe Street;1 (11) 500 555-0130;20160811
16658;Ashlee Raje;15/04/1975;S;F;80000;0;Skilled Manual;2;7281 Barberry Court;1 (11) 500 555-0174;20160809
16659;Emily Jones;03/12/1975;S;F;80000;0;Skilled Manual;2;9716 Broadmoor Drive;1 (11) 500 555-0173;20160805
